chr1:14362-29370	WASH7P
chr12:6548167-6560683	CD27-AS1
chr12:6561177-6571488	TAPBPL
chr12:6603298-6641132	NCAPD2
chr12:6648694-6665249	IFFO1
chr12:6666036-6677498	NOP2
chr12:6679248-6715617	CHD4
chr12:6679248-6716599	CHD4
chr12:6728001-6740815	LPAR5
chr12:6728001-6745297	LPAR5
chr12:6747242-6756580	ACRBP
chr12:6759704-6772308	ING4
chr12:6775643-6798541	ZNF384
chr12:6775643-6798738	ZNF384
chr12:6937538-6949018	P3H3
chr12:6961291-6975795	USP5
chr12:6984929-6998522	LOC105369632
chr12:7013897-7023406	LRRC23
chr12:7033626-7051484	ATN1
chr12:7037480-7051484	ATN1
chr12:7055740-7070479	PTPN6
chr12:7060434-7070479	PTPN6
chr12:7079944-7105520	EMG1
chr12:7085347-7125842	LPCAT3
chr12:7167965-7178335	C1S
chr12:7247146-7261874	C1RL
chr12:7260904-7274447	C1RL-AS1
chr12:7282967-7311530	CLSTN3
chr12:7341759-7371169	PEX5
chr12:7342282-7364079	PEX5
chr12:7342441-7364079	PEX5
chr12:7342958-7364079	PEX5
chr12:7456928-7480969	ACSM4
chr12:7507556-7596781	CD163L1
chr12:7623412-7656414	CD163
chr12:7801996-7818499	APOBEC1
chr12:7801996-7823195	APOBEC1
chr12:7882011-7902069	CLEC4C
chr12:7917812-7926717	NANOGNB
chr12:7965108-8025635	SLC2A14
chr12:7965108-8043792	SLC2A14
chr12:8071824-8088892	SLC2A3
chr12:8185359-8208118	FOXJ2
chr12:8209440-8219067	C3AR1
chr12:8234807-8250373	NECAP1
chr12:8276228-8291203	CLEC4A
chr12:8332805-8353596	FAM66C
chr12:8383645-8395542	FAM86FP
chr12:8509560-8543348	LINC00937
chr12:8608591-8630926	CLEC6A
chr12:8666136-8674960	CLEC4D
chr12:8754762-8765463	AICDA
chr12:8798539-8815484	MFAP5
chr12:8834273-8935694	RIMKLB
chr12:8850496-8929787	RIMKLB
chr12:8852381-8929787	RIMKLB
chr12:8975068-9029377	A2ML1
chr12:8997600-9029377	A2ML1
chr12:9067316-9094060	PHC1
chr12:9092957-9102357	M6PR
chr12:9102640-9163340	KLRG1
chr12:9142221-9163340	KLRG1
chr12:9208185-9217666	LINC00612
chr12:9220304-9268825	A2M
chr12:9301436-9360966	PZP
chr12:9392599-9415473	LINC00987
chr12:9436253-9466684	LOC642846
chr12:9520060-9550213	LINC02367
chr12:9524378-9534018	LOC101928030
chr12:9549653-9560010	LOC728715
chr12:9570287-9600768	DDX12P
chr12:9747870-9760497	KLRB1
chr12:9769880-9811010	LOC374443
chr12:9786015-9811010	LOC374443
chr12:9795464-9811010	LOC374443
chr12:9800515-9811010	LOC374443
chr12:9800643-9811010	LOC374443
chr12:9822304-9852151	CLEC2D
chr12:9868456-9885895	CLECL1
chr12:9875088-9885895	CLECL1
chr12:9980077-9997603	KLRF1
chr12:10004968-10022458	CLEC2B
chr12:10034088-10048432	KLRF2
chr12:10051272-10084980	CLEC2A
chr12:10065826-10084980	CLEC2A
chr12:10103915-10138194	CLEC12A
chr12:10124008-10136841	CLEC12A
chr12:10124008-10138194	CLEC12A
chr12:10167951-10183205	LOC102724020
chr12:10183276-10218629	CLEC9A
chr12:10222153-10251664	CLEC1A
chr12:10269376-10282868	CLEC7A
chr12:10310899-10324790	OLR1
chr12:10323198-10344403	TMEM52B
chr12:10331557-10344403	TMEM52B
chr12:10365489-10375724	GABARAPL1
chr12:10457050-10469850	KLRD1
chr12:10460417-10469850	KLRD1
chr12:10516368-10551105	LOC101928100
chr12:10524952-10542653	KLRK1
chr12:10524952-10562745	KLRC4-KLRK1
chr12:10594863-10607284	KLRC1
chr12:10705978-10728287	LINC02446
chr12:10741077-10752434	KLRA1P
chr12:10756789-10766208	MAGOHB
chr12:10771538-10826891	STYK1
chr12:10851676-10875953	YBX3
chr12:10998448-11324224	PRH1-PRR4
chr12:11033560-11324222	PRH1
chr12:11090005-11324222	PRH1-TAS2R14
chr12:11116403-11324222	PRH1
chr12:11700964-11717335	LINC01252
chr12:11802788-12048325	ETV6
chr12:12224402-12252627	BCL2L14
chr12:12268961-12419811	LRP6
chr12:12482218-12503169	MANSC1
chr12:12510013-12624155	BORCS5
chr12:12626216-12715448	DUSP16
chr12:12764767-12798042	CREBL2
chr12:12813995-12849121	GPR19
chr12:12966280-12982915	DDX47
chr12:13043956-13066601	GPRC5A
chr12:13093709-13103318	GPRC5D
chr12:13127799-13153243	HEBP1
chr12:13197315-13236383	FAM234B
chr12:13236471-13248740	GSG1
chr12:13236471-13256630	GSG1
chr12:13714410-14133022	GRIN2B
chr12:14518566-14635024	ATF7IP
chr12:14518566-14655869	ATF7IP
chr12:14537998-14655869	ATF7IP
chr12:14656597-14720791	PLBD1
chr12:14720666-14772689	PLBD1-AS1
chr12:14765566-14849519	GUCY2C
chr12:14939412-14956401	WBP11
chr12:14956506-14976791	C12orf60
chr12:14957584-14967116	SMCO3
chr12:14982245-14996413	ART4
chr12:15066961-15082059	ERP27
chr12:15066961-15091483	ERP27
chr12:15094949-15104040	ARHGDIB
chr12:15094949-15104085	ARHGDIB
chr12:15094949-15114200	ARHGDIB
chr12:15125956-15134799	PDE6H
chr12:15260716-15374411	RERG
chr12:15475191-15751265	PTPRO
chr12:15699278-15751265	PTPRO
chr12:15773075-15942510	EPS8
chr12:16035288-16056410	STRAP
chr12:16064106-16190315	DERA
chr12:16341419-16430619	SLC15A5
chr12:16500076-16517344	MGST1
chr12:16500577-16517344	MGST1
chr12:16500577-16530123	MGST1
chr12:16500712-16517344	MGST1
chr12:16506351-16517344	MGST1
chr12:16701306-16758313	LMO3
chr12:16701306-16758904	LMO3
chr12:16701306-16759536	LMO3
chr12:16701306-16759734	LMO3
chr12:16701306-16760084	LMO3
chr12:16701306-16761148	LMO3
chr12:18233803-18243127	RERGL
chr12:18414474-18801352	PIK3C2G
chr12:18836110-18890993	PLCZ1
chr12:18836114-18890443	PLCZ1
chr12:18836114-18890993	PLCZ1
chr12:19282626-19354937	PLEKHA5
chr12:19282626-19526602	PLEKHA5
chr12:19282626-19529333	PLEKHA5
chr12:19358259-19529333	PLEKHA5
chr12:19592608-19675173	AEBP2
chr12:19593515-19675173	AEBP2
chr12:20167619-20251802	LINC02398
chr12:20522179-20837041	PDE3A
chr12:20724798-20837041	PDE3A
chr12:20848399-20906320	SLCO1C1
chr12:20963638-21069843	SLCO1B3
chr12:20975477-21069843	SLCO1B3
chr12:21168630-21243040	SLCO1B7
chr12:21284128-21392730	SLCO1B1
chr12:21417534-21487832	SLCO1A2
chr12:21507894-21532914	IAPP
chr12:21621844-21654603	RECQL
chr12:21654699-21671337	GOLT1B
chr12:21689123-21757781	GYS2
chr12:21788276-21810728	LDHB
chr12:21788276-21810789	LDHB
chr12:21917889-21927755	KCNJ8
chr12:21950324-22089628	ABCC9
chr12:22199108-22218606	CMAS
chr12:22601480-22697480	C2CD5
chr12:22741941-22777980	LOC105369691
chr12:22762501-22777980	LOC105369691
chr12:22778076-22797349	ETNK1
chr12:22778076-22843608	ETNK1
chr12:23328570-23344521	LOC101928441
chr12:23682438-23737546	SOX5
chr12:23682438-24102637	SOX5
chr12:23682438-24103966	SOX5
chr12:24376205-24390899	SOX5-AS1
chr12:24719898-24737102	LINC00477
chr12:24962958-25055322	BCAT1
chr12:24962958-25056009	BCAT1
chr12:24962958-25102393	BCAT1
chr12:25150496-25205380	LOC645177
chr12:25205181-25261269	LRMP
chr12:25261223-25348096	CASC1
chr12:25348150-25357949	ETFRF1
chr12:25357723-25403865	KRAS
chr12:25629016-25706217	LMNTD1
chr12:25649251-25801496	LMNTD1
chr12:25652786-25706217	LMNTD1
chr12:26111964-26225807	RASSF8
chr12:26111964-26232825	RASSF8
chr12:26126688-26225807	RASSF8
chr12:26205491-26225807	RASSF8
chr12:26348269-26387708	SSPN
chr12:26348506-26387708	SSPN
chr12:26488270-26986131	ITPR2
chr12:27058112-27091254	INTS13
chr12:27091305-27113679	FGFR1OP2
chr12:27091305-27119581	FGFR1OP2
chr12:27124506-27167339	TM7SF3
chr12:27397078-27478890	STK38L
chr12:27485787-27578746	ARNTL2
chr12:27619743-27655118	SMCO2
chr12:27677045-27848497	PPFIBP1
chr12:27863706-27909237	MRPS35
chr12:27933187-27955973	KLHL42
chr12:28111017-28122894	PTHLH
chr12:28111017-28124916	PTHLH
chr12:28115254-28124916	PTHLH
chr12:28343360-28703099	CCDC91
chr12:29301936-29488549	FAR2
chr12:29376556-29488549	FAR2
chr12:29433349-29470781	LOC100506606
chr12:29493579-29534143	ERGIC2
chr12:29542227-29617863	OVCH1-AS1
chr12:29542227-29640257	OVCH1-AS1
chr12:29580489-29650619	OVCH1
chr12:29653746-29936743	TMTC1
chr12:29653746-29937692	TMTC1
chr12:30781915-30830178	IPO8
chr12:30781915-30848929	IPO8
chr12:30862486-30907448	CAPRIN2
chr12:30862486-30907824	CAPRIN2
chr12:30862486-30907884	CAPRIN2
chr12:30908008-30933673	LOC645485
chr12:31079838-31149537	TSPAN11
chr12:31173697-31226781	DDX11-AS1
chr12:31226779-31257725	DDX11
chr12:31433520-31479121	FAM60A
chr12:31433520-31479159	FAM60A
chr12:31535157-31743376	DENND5B
chr12:31535157-31743952	DENND5B
chr12:31742857-31768285	DENND5B-AS1
chr12:31800094-31822016	ETFBKMT
chr12:31812121-31822016	ETFBKMT
chr12:31812609-31822016	ETFBKMT
chr12:31824071-31882108	AMN1
chr12:32029903-32040137	LINC02422
chr12:32260185-32531141	BICD1
chr12:32654977-32791863	FGD4
chr12:32654977-32798984	FGD4
chr12:32687227-32798984	FGD4
chr12:32832134-32898584	DNM1L
chr12:32899478-32908887	YARS2
chr12:32943680-33049780	PKP2
chr12:33528348-33592754	SYT10
chr12:38710557-38723528	ALG10B
chr12:39046002-39299420	CPNE8
chr12:39687030-39837192	KIF21A
chr12:39945022-40013843	ABCD2
chr12:40019969-40085989	C12orf40
chr12:40019969-40302102	C12orf40
chr12:40148823-40499661	SLC2A13
chr12:40550041-40561649	LINC02471
chr12:40618813-40763086	LRRK2
chr12:40787196-40964557	MUC19
chr12:41086244-41366519	CNTN1
chr12:41086244-41466213	CNTN1
chr12:41221740-41366519	CNTN1
chr12:41302159-41466213	CNTN1
chr12:41831541-41968392	PDZRN4
chr12:42475648-42538673	GXYLT1
chr12:42550907-42632170	YAF2
chr12:42705888-42719932	ZCRB1
chr12:42719947-42793227	PPHLN1
chr12:42719947-42835765	PPHLN1
chr12:42719947-42842422	PPHLN1
chr12:42852140-42877416	PRICKLE1
chr12:42852140-42877797	PRICKLE1
chr12:42852140-42983572	PRICKLE1
chr12:43009305-43040300	LINC02402
chr12:43040385-43076618	LINC02451
chr12:43040385-43080503	LINC02451
chr12:43086018-43110921	LINC02450
chr12:43747669-43945774	ADAMTS20
chr12:44122410-44152576	PUS7L
chr12:44122410-44152620	PUS7L
chr12:44122412-44152561	PUS7L
chr12:44152747-44183346	IRAK4
chr12:44187526-44200178	TWF1
chr12:44229664-44783545	TMEM117
chr12:44902058-45269444	NELL2
chr12:44902058-45270633	NELL2
chr12:44902058-45307711	NELL2
chr12:45408539-45444882	DBX2
chr12:45566817-45609789	PLEKHA8P1
chr12:45609770-45826134	ANO6
chr12:45609770-45834187	ANO6
chr12:45686466-45826134	ANO6
chr12:46123492-46287699	ARID2
chr12:46123492-46301823	ARID2
chr12:46312914-46384401	SCAF11
chr12:46576840-46660278	SLC38A1
chr12:46576840-46663208	SLC38A1
chr12:46576841-46663208	SLC38A1
chr12:46589508-46661770	SLC38A1
chr12:46751971-46766645	SLC38A2
chr12:46777890-47046362	LOC100288798
chr12:47158544-47219780	SLC38A4
chr12:47473386-47630446	PCED1B
chr12:48055715-48099844	RPAP3
chr12:48103518-48119355	ENDOU
chr12:48128453-48152181	RAPGEF3
chr12:48128453-48152244	RAPGEF3
chr12:48128453-48152889	RAPGEF3
chr12:48166967-48176536	SLC48A1
chr12:48176494-48213763	HDAC7
chr12:48235320-48298814	VDR
chr12:48366748-48398285	COL2A1
chr12:48436681-48499775	SENP1
chr12:48436681-48500091	SENP1
chr12:48499656-48540187	PFKM
chr12:48513013-48540187	PFKM
chr12:48516430-48540187	PFKM
chr12:48541571-48551378	ASB8
chr12:48733793-48745029	ZNF641
chr12:48876286-48890297	C12orf54
chr12:49046995-49076035	KANSL2
chr12:49082241-49110781	CCNT1
chr12:49121218-49159568	TEX49
chr12:49121218-49159569	TEX49
chr12:49159974-49182879	ADCY6
chr12:49208215-49222726	CACNB3
chr12:49212254-49222726	CACNB3
chr12:49223539-49245957	DDX23
chr12:49297893-49315359	CCDC65
chr12:49329992-49351252	ARF3
chr12:49396055-49412629	PRKAG1
chr12:49412758-49449107	KMT2D
chr12:49490923-49504683	LMBR1L
chr12:49621709-49667121	TUBA1C
chr12:49686414-49718359	LOC101927267
chr12:49760688-49921207	SPATS2
chr12:49760688-49921209	SPATS2
chr12:49932940-49952095	KCNH3
chr12:49952077-49961928	MCRS1
chr12:49976658-49999410	FAM186B
chr12:49981288-49999433	FAM186B
chr12:50017197-50038452	PRPF40B
chr12:50017403-50038452	PRPF40B
chr12:50031724-50101197	FMNL3
chr12:50135293-50158717	TMBIM6
chr12:50135592-50158717	TMBIM6
chr12:50184929-50222208	NCKAP5L
chr12:50222326-50234937	BCDIN3D-AS1
chr12:50260679-50297760	FAIM2
chr12:50305736-50320122	LINC02395
chr12:50345295-50356566	LOC101927318
chr12:50345750-50356705	LOC101927318
chr12:50382945-50419340	RACGAP1
chr12:50451420-50477405	ASIC1
chr12:50467368-50477405	ASIC1
chr12:50478983-50494494	SMARCD1
chr12:50523089-50561316	CERS5
chr12:50569563-50595316	LIMA1
chr12:50569563-50677353	LIMA1
chr12:50721095-50790405	FAM186A
chr12:50794592-50855272	LARP4
chr12:50794592-50873788	LARP4
chr12:50898768-51142450	DIP2B
chr12:51157789-51214943	ATF1
chr12:51236701-51281663	TMPRSS12
chr12:51347782-51364289	HIGD1C
chr12:51373566-51420199	SLC11A2
chr12:51379775-51403053	SLC11A2
chr12:51379775-51419924	SLC11A2
chr12:51379775-51420199	SLC11A2
chr12:51379775-51422058	SLC11A2
chr12:51442082-51454207	LETMD1
chr12:51487539-51566926	TFCP2
chr12:51580719-51591950	POU6F1
chr12:51639133-51663994	SMAGP
chr12:51639133-51664202	SMAGP
chr12:51674822-51717982	BIN2
chr12:51674822-51718464	BIN2
chr12:51722227-51740463	CELA1
chr12:51745833-51785200	GALNT6
chr12:51785101-51868361	SLC4A8
chr12:51785101-51909547	SLC4A8
chr12:51818594-51834963	SLC4A8
chr12:51818594-51868361	SLC4A8
chr12:51818594-51909547	SLC4A8
chr12:51818901-51874391	SLC4A8
chr12:51985020-52206648	SCN8A
chr12:52211676-52225701	FIGNL2
chr12:52301202-52317145	ACVRL1
chr12:52306113-52317145	ACVRL1
chr12:52345451-52390863	ACVR1B
chr12:52347164-52390863	ACVR1B
chr12:52400729-52409673	GRASP
chr12:52416616-52453291	NR4A1
chr12:52431499-52453291	NR4A1
chr12:52473480-52502103	OR7E47P
chr12:52478530-52502103	OR7E47P
chr12:52487353-52502103	OR7E47P
chr12:52562780-52585784	KRT80
chr12:52604714-52617665	LINC00592
chr12:52626954-52642709	KRT7
chr12:52668429-52702947	KRT86
chr12:52817854-52828110	KRT75
chr12:52937693-52946931	KRT71
chr12:52979373-52995322	KRT72
chr12:53001354-53012343	KRT73
chr12:53083411-53097247	KRT77
chr12:53161939-53171129	KRT76
chr12:53215231-53228077	KRT79
chr12:53231588-53242067	KRT78
chr12:53231588-53242778	KRT78
chr12:53290971-53320253	KRT8
chr12:53290971-53343650	KRT8
chr12:53400042-53435999	EIF4B
chr12:53436973-53448222	LOC283335
chr12:53440810-53458162	TNS2
chr12:53442733-53458162	TNS2
chr12:53443835-53458162	TNS2
chr12:53458100-53473204	SPRYD3
chr12:53497274-53518323	SOAT2
chr12:53551447-53574430	CSAD
chr12:53551447-53574693	CSAD
chr12:53574535-53584654	ZNF740
chr12:53585102-53601091	ITGB7
chr12:53604350-53614197	RARG
chr12:53604350-53626040	RARG
chr12:53662083-53687427	ESPL1
chr12:53701240-53715412	AAAS
chr12:53720360-53729537	SP7
chr12:53720360-53730167	SP7
chr12:53720360-53738577	SP7
chr12:53773979-53810226	SP1
chr12:53774428-53810226	SP1
chr12:53845886-53874946	PCBP2
chr12:53874276-53893444	MAP3K12
chr12:53901640-54020199	ATF7
chr12:53905843-54020199	ATF7
chr12:53936669-54019780	ATF7
chr12:53936669-54020199	ATF7
chr12:54058944-54069203	ATP5G2
chr12:54058944-54070109	ATP5G2
chr12:54058944-54070512	ATP5G2
chr12:54104902-54121307	CALCOCO1
chr12:54104903-54121307	CALCOCO1
chr12:54356092-54368740	HOTAIR
chr12:54410636-54424607	HOXC6
chr12:54410636-54429144	HOXC5
chr12:54410636-54449814	HOXC4
chr12:54452038-54516018	FLJ12825
chr12:54624731-54653329	CBX5
chr12:54624731-54653370	CBX5
chr12:54624731-54673915	CBX5
chr12:54685891-54694821	NFE2
chr12:54718874-54745635	COPZ1
chr12:54747475-54860814	LOC102724050
chr12:54762913-54778514	ZNF385A
chr12:54762913-54779573	ZNF385A
chr12:54762913-54785089	ZNF385A
chr12:54789045-54813050	ITGA5
chr12:54813569-54830891	LOC102724050
chr12:54849736-54867386	GTSF1
chr12:54891495-54936899	NCKAP1L
chr12:54892568-54936899	NCKAP1L
chr12:54943177-54973023	PDE1B
chr12:54943864-54973023	PDE1B
chr12:54955228-54973023	PDE1B
chr12:54973024-54982443	PPP1R1A
chr12:55342087-55367516	TESPA1
chr12:55342087-55375622	TESPA1
chr12:55342087-55378530	TESPA1
chr12:55413729-55423801	NEUROD4
chr12:56078354-56101686	ITGA7
chr12:56078354-56106089	ITGA7
chr12:56137064-56147154	GDF11
chr12:56146247-56211540	SARNP
chr12:56151054-56211540	SARNP
chr12:56295197-56320909	PYM1
chr12:56295197-56321697	PYM1
chr12:56324946-56347807	DGKA
chr12:56325812-56347807	DGKA
chr12:56347889-56359846	PMEL
chr12:56347889-56360496	PMEL
chr12:56367697-56390467	RAB5B
chr12:56367795-56390467	RAB5B
chr12:56403876-56418875	LOC105369781
chr12:56414689-56432219	IKZF4
chr12:56473809-56497291	ERBB3
chr12:56498103-56507694	PA2G4
chr12:56521986-56538460	ESYT1
chr12:56556143-56583358	SMARCC2
chr12:56596288-56615485	RNF41
chr12:56596288-56615715	RNF41
chr12:56596288-56615753	RNF41
chr12:56665483-56694175	CS
chr12:56710007-56727533	PAN2
chr12:56710007-56727837	PAN2
chr12:56735382-56754037	STAT2
chr12:56810157-56843249	TIMELESS
chr12:56864728-56882198	GLS2
chr12:56989380-57024115	BAZ2A
chr12:56989380-57030163	BAZ2A
chr12:57057125-57081781	PTGES3
chr12:57057125-57082192	PTGES3
chr12:57106211-57119076	NACA
chr12:57106211-57119326	NACA
chr12:57125364-57146146	PRIM1
chr12:57316938-57328189	SDR9C7
chr12:57422301-57443901	MYO1A
chr12:57422301-57444549	MYO1A
chr12:57449426-57472574	NEMP1
chr12:57489187-57504089	STAT6
chr12:57489187-57505196	STAT6
chr12:57522282-57607125	LRP1
chr12:57610578-57620232	NXPH4
chr12:57647547-57735228	R3HDM2
chr12:57647547-57824788	R3HDM2
chr12:57828468-57845845	INHBC
chr12:57853918-57866047	GLI1
chr12:57853934-57866047	GLI1
chr12:57881736-57910438	MARS
chr12:57923833-57940642	DCTN2
chr12:57923833-57941114	DCTN2
chr12:57943847-57978554	KIF5A
chr12:57984942-57997211	PIP4K2C
chr12:58087738-58115340	OS9
chr12:58118076-58132029	AGAP2
chr12:58118076-58135944	AGAP2
chr12:58166383-58176324	EEF1AKMT3
chr12:58176528-58191370	TSFM
chr12:58176528-58196639	TSFM
chr12:58191160-58209852	AVIL
chr12:58213710-58240747	CTDSP2
chr12:58335287-58351052	ATP23
chr12:58959742-59175498	LINC02388
chr12:58985484-59206450	LOC100506869
chr12:59265937-59313327	LRIG3
chr12:59265937-59314319	LRIG3
chr12:60083118-60183635	SLC16A7
chr12:62102029-62586620	FAM19A2
chr12:62654121-62730474	USP15
chr12:62654121-62803501	USP15
chr12:62860597-62991363	MON2
chr12:63037763-63328665	PPM1H
chr12:63536539-63546590	AVPR1A
chr12:64173583-64203338	TMEM5
chr12:64173906-64203338	TMEM5
chr12:64202625-64215936	TMEM5-AS1
chr12:64580092-64616076	C12orf66
chr12:64586419-64616076	C12orf66
chr12:64660763-64784345	C12orf56
chr12:64798153-64842463	XPOT
chr12:64845840-64895899	TBK1
chr12:65004293-65091347	RASSF3
chr12:65107222-65153226	GNS
chr12:65153277-65274798	TBC1D30
chr12:65174973-65274798	TBC1D30
chr12:65218352-65274798	TBC1D30
chr12:65277554-65371302	LINC02389
chr12:65314625-65386071	LINC02231
chr12:65563351-65642141	LEMD3
chr12:65672423-65860687	MSRB3
chr12:65672767-65860687	MSRB3
chr12:65860599-66036152	LOC100507065
chr12:65893361-66036152	LOC100507065
chr12:65938018-65951091	LOC105369187
chr12:65951679-66036152	LOC100507065
chr12:65996649-66006767	LINC02454
chr12:66151800-66220754	RPSAP52
chr12:66218240-66237303	HMGA2
chr12:66218240-66309307	HMGA2
chr12:66218240-66346311	HMGA2
chr12:66218240-66360071	HMGA2
chr12:66245007-66275947	LOC100129940
chr12:66249727-66275947	LOC100129940
chr12:66530716-66563852	TMBIM4
chr12:66696325-66731992	HELB
chr12:66696325-66737423	HELB
chr12:66741211-67072925	GRIP1
chr12:67663061-67708472	CAND1
chr12:67913862-67960911	LINC02408
chr12:68042512-68056444	DYRK2
chr12:68102827-68123255	LINC02421
chr12:68323015-68363797	LINC01479
chr12:68383225-68415107	IFNG-AS1
chr12:68595129-68619571	IL26
chr12:68688346-68726161	MDM1
chr12:68825622-68845264	LINC02384
chr12:69004619-69054385	RAP1B
chr12:69068151-69080639	LOC100507250
chr12:69080731-69139594	NUP107
chr12:69139936-69159853	SLC35E3
chr12:69201952-69239324	MDM2
chr12:69202797-69239324	MDM2
chr12:69244956-69326979	CPM
chr12:69244956-69357020	CPM
chr12:69633317-69668138	CPSF6
chr12:69753490-69784650	YEATS4
chr12:69864129-69973571	FRS2
chr12:69979462-69995357	CCT2
chr12:70037288-70093196	BEST3
chr12:70047389-70083057	BEST3
chr12:70047389-70093196	BEST3
chr12:70077021-70093196	BEST3
chr12:70107413-70132348	LOC101928002
chr12:70132466-70216984	RAB3IP
chr12:70133170-70216984	RAB3IP
chr12:70172732-70216984	RAB3IP
chr12:70219103-70352505	MYRFL
chr12:70615970-70637140	LINC01481
chr12:70618773-70637140	LINC01481
chr12:70636774-70748773	CNOT2
chr12:70636810-70748773	CNOT2
chr12:70637494-70748773	CNOT2
chr12:70760062-70828072	KCNMB4
chr12:70909651-71003804	PTPRB
chr12:70909651-71031220	PTPRB
chr12:71031853-71148388	PTPRR
chr12:71031853-71148539	PTPRR
chr12:71031853-71182710	PTPRR
chr12:71518877-71551779	TSPAN8
chr12:71833550-71980088	LGR5
chr12:72003379-72057749	ZFC3H1
chr12:72057677-72074428	THAP2
chr12:72079878-72097839	TMEM19
chr12:72148643-72187256	RAB21
chr12:72233487-72320629	TBC1D15
chr12:72332626-72426221	TPH2
chr12:72647287-72667289	TRHDE-AS1
chr12:72656327-72667289	TRHDE-AS1
chr12:72666529-73059422	TRHDE
chr12:73552970-73602097	LINC02444
chr12:74526956-74686411	LOC100507377
chr12:75433858-75603528	KCNC2
chr12:75669759-75723836	CAPS2
chr12:75671000-75784702	CAPS2
chr12:75728419-75764169	GLIPR1L1
chr12:75784850-75817820	GLIPR1L2
chr12:75874513-75895716	GLIPR1
chr12:75891419-75905418	KRR1
chr12:76438525-76478813	NAP1L1
chr12:76442372-76478813	NAP1L1
chr12:76653663-76699749	LINC02407
chr12:76745578-76816872	OSBPL8
chr12:77157854-77247474	ZDHHC17
chr12:77252495-77272820	CSRP2
chr12:77415026-77459360	E2F7
chr12:78225069-78606792	NAV3
chr12:79257773-79845788	SYT1
chr12:79258449-79845788	SYT1
chr12:79985745-80084790	PAWR
chr12:80167343-80307691	PPP1R12A
chr12:80167343-80328731	PPP1R12A
chr12:80167343-80328978	PPP1R12A
