Gene	Gene_Symbol	Predict	Prob_0	Prob_1
chr18:61223393-61236560	SERPINB12	0.0	0.568	0.432
chr12:4758264-4796720	NDUFA9	0.0	0.568	0.432
chr17:74733583-74775336	MFSD11	0.0	0.568	0.432
chr13:91543208-91578851	LINC00410	0.0	0.568	0.432
chr16:55513910-55540603	MMP2	0.0	0.568	0.432
chr14:92790152-92967825	SLC24A4	0.0	0.568	0.432
chr12:43040385-43076618	LINC02451	0.0	0.568	0.432
chr18:43306918-43332485	SLC14A1	0.0	0.568	0.432
chr12:27619743-27655118	SMCO2	0.0	0.568	0.432
chr20:1959402-1973452	PDYN	0.0	0.568	0.432
chr20:1959402-1974394	PDYN	0.0	0.568	0.432
chr20:1959402-1974931	PDYN	0.0	0.568	0.432
chr17:13397349-13505259	HS3ST3A1	0.0	0.568	0.432
chr15:38226808-38243623	TMCO5A	0.0	0.568	0.432
chr11:94706845-94732676	KDM4D	0.0	0.568	0.432
chr11:111169976-111179460	COLCA2	0.0	0.568	0.432
chr12:54452038-54516018	FLJ12825	0.0	0.568	0.432
chr2:178538050-178588015	LOC105373764	0.0	0.568	0.432
chr12:96649238-96663613	ELK3	0.0	0.568	0.432
chr17:39133968-39143387	KRT40	0.0	0.568	0.432
chr20:31749654-31769223	BPIFA2	0.0	0.568	0.432
chr2:71213068-71222001	TEX261	0.0	0.568	0.432
chr13:30083551-30169825	SLC7A1	0.0	0.568	0.432
chr11:127140965-127206928	LOC101929497	0.0	0.568	0.432
chr2:11534107-11543203	LINC00570	0.0	0.568	0.432
chr17:39032141-39041495	KRT20	0.0	0.568	0.432
chr2:10470289-10567743	HPCAL1	0.0	0.568	0.432
chr2:42562701-42588383	COX7A2L	0.0	0.568	0.432
chr11:123986111-123995543	VWA5A	0.0	0.568	0.432
chr11:123986111-124017618	VWA5A	0.0	0.568	0.432
chr17:27952957-28257246	SSH2	0.0	0.568	0.432
chr20:7958000-8000476	TMX4	0.0	0.568	0.432
chr12:70219103-70352505	MYRFL	0.0	0.568	0.432
chr15:28765516-28778143	GOLGA8F	0.0	0.568	0.432
chr19:53869005-53889841	ZNF525	0.0	0.568	0.432
chr2:158851691-158992666	UPP2	0.0	0.568	0.432
chr3:190105661-190129932	CLDN16	0.0	0.568	0.432
chr3:46710485-46735146	ALS2CL	0.0	0.568	0.432
chr8:17501303-17580084	MTUS1	0.0	0.568	0.432
chr8:17501303-17579730	MTUS1	0.0	0.568	0.432
chr8:17501303-17555246	MTUS1	0.0	0.568	0.432
chr8:17501303-17534010	MTUS1	0.0	0.568	0.432
chr5:72112418-72210215	TNPO1	0.0	0.568	0.432
chr4:37828282-37864559	PGM2	0.0	0.568	0.432
chr8:17013836-17080241	ZDHHC2	0.0	0.568	0.432
chr5:72750015-72768791	LINC01386	0.0	0.568	0.432
chr11:11862970-11980872	USP47	0.0	0.568	0.432
chr3:142682900-142719932	PAQR9-AS1	0.0	0.568	0.432
chr3:69985751-70017488	MITF	0.0	0.568	0.432
chr8:11665926-11696818	FDFT1	0.0	0.568	0.432
chrX:154718673-154842622	TMLHE	0.0	0.568	0.432
chrX:131503343-131623996	MBNL3	0.0	0.568	0.432
chrX:103173479-103229008	TMSB15B	0.0	0.568	0.432
chrX:131503343-131573718	MBNL3	0.0	0.568	0.432
chr6:166352948-166401527	LINC00473	0.0	0.568	0.432
chr3:46710485-46735203	ALS2CL	0.0	0.568	0.432
chr8:17501303-17658426	MTUS1	0.0	0.568	0.432
chr10:95841707-95868551	PLCE1-AS2	0.0	0.568	0.432
chr6:100054650-100063454	PRDM13	0.0	0.568	0.432
chr5:156904312-157002831	ADAM19	0.0	0.568	0.432
chr4:5822491-5890343	CRMP1	0.0	0.568	0.432
chr1:120926128-120935944	FCGR1B	0.0	0.568	0.432
chrX:11161517-11683821	ARHGAP6	0.0	0.568	0.432
chr11:30886491-31391357	DCDC1	0.0	0.568	0.432
chr4:5822491-5891953	CRMP1	0.0	0.568	0.432
chr3:25382293-25639422	RARB	0.0	0.568	0.432
chr3:27839079-27901816	LINC01980	0.0	0.568	0.432
chr1:224804179-224928251	CNIH3	0.0	0.568	0.432
chr1:224804179-224928249	CNIH3	0.0	0.568	0.432
chr8:141668481-142011412	PTK2	0.0	0.568	0.432
chr4:5822491-5894810	CRMP1	0.0	0.568	0.432
chr5:150816553-150850520	SLC36A1	0.0	0.568	0.432
chr9:100069910-100141033	CCDC180	0.0	0.568	0.432
chr4:15341560-15447791	C1QTNF7	0.0	0.568	0.432
chr4:123540138-123610311	IL21-AS1	0.0	0.568	0.432
chr6:100441914-100524295	MCHR2-AS1	0.0	0.568	0.432
chr3:139654027-140286919	CLSTN2	0.0	0.568	0.432
chr6:43303808-43337181	ZNF318	0.0	0.568	0.432
chr11:8060180-8127654	TUB	0.0	0.568	0.432
chr3:139062861-139075887	MRPS22	0.0	0.568	0.432
chr10:28101093-28272035	ARMC4	0.0	0.568	0.432
chr10:28101093-28287835	ARMC4	0.0	0.568	0.432
chr7:141627157-141646807	CLEC5A	0.0	0.568	0.432
chr3:121312170-121349139	FBXO40	0.0	0.568	0.432
chr7:141627157-141646783	CLEC5A	0.0	0.568	0.432
chr10:28101093-28287979	ARMC4	0.0	0.568	0.432
chrX:49207149-49223953	GAGE2C	0.0	0.568	0.432
chr5:117066056-117601757	LINC02147	0.0	0.568	0.432
chr1:109834987-109849663	MYBPHL	0.0	0.568	0.432
chrX:131503343-131547636	MBNL3	0.0	0.568	0.432
chrX:110346387-110470589	PAK3	0.0	0.568	0.432
chr1:14925213-15444544	KAZN	0.0	0.568	0.432
chrX:131503343-131547603	MBNL3	0.0	0.568	0.432
chr10:30723564-30750762	MAP3K8	0.0	0.568	0.432
chr1:32095463-32110838	PEF1	0.0	0.568	0.432
chr1:207669473-207815110	CR1	0.0	0.568	0.432
chr7:123565909-123600100	SPAM1	0.0	0.568	0.432
chr7:142638201-142659503	KEL	0.0	0.568	0.432
chr10:28101093-28270846	ARMC4	0.0	0.568	0.432
chr7:143935666-144052811	OR2A1-AS1	0.0	0.568	0.432
chr3:108820303-108829187	MORC1-AS1	0.0	0.568	0.432
chr5:78073037-78282357	ARSB	0.0	0.568	0.432
chr8:1711870-1734736	CLN8	0.0	0.568	0.432
chr1:32095463-32110218	PEF1	0.0	0.568	0.432
chr5:78985659-79096049	CMYA5	0.0	0.568	0.432
chrX:52928085-52937585	FAM156B	0.0	0.568	0.432
chr1:203463271-203478077	OPTC	0.0	0.568	0.432
chr5:80243512-80256726	RASGRF2-AS1	0.0	0.568	0.432
chr7:115850547-115898837	TES	0.0	0.568	0.432
chrX:49834156-49863892	CLCN5	0.0	0.568	0.432
chr10:23216953-23303416	ARMC3	0.0	0.568	0.432
chr6:150464188-150571528	PPP1R14C	0.0	0.568	0.432
chr10:23216953-23327452	ARMC3	0.0	0.568	0.432
chr3:138019846-138048728	NME9	0.0	0.568	0.432
chr10:25447001-25465205	GPR158-AS1	0.0	0.568	0.432
chr1:209929377-209953002	TRAF3IP3	0.0	0.568	0.432
chr6:78362771-78636759	MEI4	0.0	0.568	0.432
chr9:93372114-93405387	DIRAS2	0.0	0.568	0.432
chr1:166573153-166594473	FMO9P	0.0	0.568	0.432
chr10:92162278-92300562	LOC101926942	0.0	0.568	0.432
chr10:91675246-91717130	LINC01375	0.0	0.568	0.432
chr1:75198862-75232360	TYW3	0.0	0.568	0.432
chr7:22689579-22705152	LOC401312	0.0	0.568	0.432
chr5:175223610-175311023	CPLX2	0.0	0.568	0.432
chr4:5822491-5889540	CRMP1	0.0	0.568	0.432
chr8:67331822-67341212	RRS1-AS1	0.0	0.568	0.432
chr10:111624524-111683004	XPNPEP1	0.0	0.568	0.432
chrX:148609132-148621312	LINC00893	0.0	0.568	0.432
chr5:5069305-5078424	LINC02121	0.0	0.568	0.432
chrX:5808067-6145244	NLGN4X	0.0	0.568	0.432
chrX:15693039-15721474	CA5BP1	0.0	0.568	0.432
chrX:5808067-6145888	NLGN4X	0.0	0.568	0.432
chr8:70405028-70573147	SULF1	0.0	0.568	0.432
chr10:111624524-111683311	XPNPEP1	0.0	0.568	0.432
chr6:6346698-6623059	LY86-AS1	0.0	0.568	0.432
chrX:5808067-6146923	NLGN4X	0.0	0.568	0.432
chr1:158580496-158656506	SPTA1	0.0	0.568	0.432
chr9:100961280-100975833	TBC1D2	0.0	0.568	0.432
chr6:26383439-26395100	BTN2A2	0.0	0.568	0.432
chr1:243663021-244006886	AKT3	0.0	0.568	0.432
chr21:47167928-47362368	PCBP3	0.0	0.568	0.432
chrX:103173479-103220563	TMSB15B	0.0	0.568	0.432
chr4:174451609-174463083	HAND2-AS1	0.0	0.568	0.432
chr6:26383324-26395100	BTN2A2	0.0	0.568	0.432
chr7:28475234-28865511	CREB5	0.0	0.568	0.432
chr1:157796861-157811634	CD5L	0.0	0.568	0.432
chr10:90639944-90683259	STAMBPL1	0.0	0.568	0.432
chr9:100961280-101018003	TBC1D2	0.0	0.568	0.432
chrX:64135682-64254624	ZC4H2	0.0	0.568	0.432
chrX:37430822-37536750	LANCL3	0.0	0.568	0.432
chr4:146678779-146860112	ZNF827	0.0	0.568	0.432
chrX:7137472-7272684	STS	0.0	0.568	0.432
chrX:3803316-3838783	LOC729162	0.0	0.568	0.432
chr8:27183081-27316908	PTK2B	0.0	0.568	0.432
chr6:26634611-26659980	ZNF322	0.0	0.568	0.432
chr11:59939080-59952139	MS4A6A	0.0	0.568	0.432
chr6:2854891-2876744	SERPINB9P1	0.0	0.568	0.432
chr9:94903749-94921890	LINC00475	0.0	0.568	0.432
chr1:161551129-161571010	FCGR2C	0.0	0.568	0.432
chr9:131218679-131257119	ODF2	0.0	0.568	0.432
chr1:160765864-160798045	LY9	0.0	0.568	0.432
chr7:33134410-33149002	RP9	0.0	0.568	0.432
chr22:48027423-48251349	LOC284930	0.0	0.568	0.432
chr1:148560847-148596267	NBPF15	0.0	0.568	0.432
chr1:179696898-179779068	FAM163A	0.0	0.568	0.432
chrX:64135682-64196413	ZC4H2	0.0	0.568	0.432
chr4:77135193-77204936	FAM47E	0.0	0.568	0.432
chr1:151843343-151882361	THEM4	0.0	0.57	0.43
chr10:131265448-131565884	MGMT	0.0	0.57	0.43
chr9:119266562-119324572	ASTN2-AS1	0.0	0.57	0.43
chr4:141264597-141303710	SCOC	0.0	0.57	0.43
chr6_ssto_hap7:1434970-1446965	TRIM40	0.0	0.57	0.43
chr1:169558088-169599377	SELP	0.0	0.57	0.43
chr16:90168672-90244014	FAM157C	0.0	0.57	0.43
chr2:39893035-39945104	TMEM178A	0.0	0.57	0.43
chr5:34684612-34832717	RAI14	0.0	0.57	0.43
chr11:73711326-73720282	UCP3	0.0	0.57	0.43
chr3:183205316-183273500	KLHL6	0.0	0.57	0.43
chr13:34392206-34411644	RFC3	0.0	0.57	0.43
chr3:129366635-129612419	TMCC1	0.0	0.57	0.43
chr6:150690028-150725765	IYD	0.0	0.57	0.43
chr11:130775552-130786382	SNX19	0.0	0.57	0.43
chr6:148593412-148873186	SASH1	0.0	0.57	0.43
chr6:52284994-52360583	EFHC1	0.0	0.57	0.43
chr7:123254215-123265011	LOC102724555	0.0	0.57	0.43
chr3:186383741-186396029	HRG	0.0	0.57	0.43
chr5:94987885-95018714	SPATA9	0.0	0.57	0.43
chr16:77756389-77776157	NUDT7	0.0	0.57	0.43
chr18:673859-712664	ENOSF1	0.0	0.57	0.43
chr10:75255510-75267067	PPP3CB-AS1	0.0	0.57	0.43
chr10:99609995-99631335	GOLGA7B	0.0	0.57	0.43
chr9:127420715-127460907	MIR181A2HG	0.0	0.57	0.43
chr13:25735817-25746305	AMER2	0.0	0.57	0.43
chr17:38710022-38721736	CCR7	0.0	0.57	0.43
chr13:25735817-25746421	AMER2	0.0	0.57	0.43
chrX:138612895-138645617	F9	0.0	0.57	0.43
chr12:113229343-113336684	RPH3A	0.0	0.57	0.43
chrX:148769903-148798928	MAGEA11	0.0	0.57	0.43
chr14:57936018-57960581	C14orf105	0.0	0.57	0.43
chr14:57278724-57387335	OTX2-AS1	0.0	0.57	0.43
chr7:90338712-90839905	CDK14	0.0	0.57	0.43
chr6:99719037-99797866	FAXC	0.0	0.57	0.43
chr1:120336641-120354203	REG4	0.0	0.57	0.43
chr6:99719037-99798186	FAXC	0.0	0.57	0.43
chr10:45798102-45811056	OR13A1	0.0	0.57	0.43
chr13:34392206-34540695	RFC3	0.0	0.57	0.43
chr5:57186158-57194989	LINC02225	0.0	0.57	0.43
chr5:56866169-56913254	LINCR-0003	0.0	0.57	0.43
chr7:12610203-12693228	SCIN	0.0	0.57	0.43
chr3:129366635-129513382	TMCC1	0.0	0.57	0.43
chr10:118350525-118368687	PNLIPRP1	0.0	0.57	0.43
chr6:161412759-161538417	MAP3K4	0.0	0.57	0.43
chr1:169075947-169101960	ATP1B1	0.0	0.57	0.43
chr4:4420696-4463699	STX18	0.0	0.57	0.43
chr4:4420696-4543793	STX18	0.0	0.57	0.43
chr4:4420696-4544073	STX18	0.0	0.57	0.43
chr5:13690437-13944589	DNAH5	0.0	0.57	0.43
chr6:125283691-125413780	RNF217	0.0	0.57	0.43
chr5:36192691-36242381	NADK2	0.0	0.57	0.43
chr5:36192691-36241900	NADK2	0.0	0.57	0.43
chr5:36192691-36241493	NADK2	0.0	0.57	0.43
chrX:73012040-73049066	TSIX	0.0	0.57	0.43
chr4:140427192-140477923	SETD7	0.0	0.57	0.43
chr11:117773757-117800168	TMPRSS13	0.0	0.57	0.43
chr6:99719037-99797531	FAXC	0.0	0.57	0.43
chr2:191840263-191878976	STAT1	0.0	0.57	0.43
chr6:143380500-143661480	AIG1	0.0	0.57	0.43
chr12:54955228-54973023	PDE1B	0.0	0.57	0.43
chr14:76071805-76114512	FLVCR2	0.0	0.57	0.43
chr10:72014713-72043450	NPFFR1	0.0	0.57	0.43
chr10:70847784-70864567	SRGN	0.0	0.57	0.43
chr5:75843234-76003957	IQGAP2	0.0	0.57	0.43
chr9:130853743-130871537	SLC25A25	0.0	0.57	0.43
chr13:51796470-51827751	FAM124A	0.0	0.57	0.43
chr5:75379239-75649764	SV2C	0.0	0.57	0.43
chr2:201353675-201374817	KCTD18	0.0	0.57	0.43
chr7:20370725-20455382	ITGB8	0.0	0.57	0.43
chr17:8128139-8151413	CTC1	0.0	0.57	0.43
chr1:116519119-116612675	SLC22A15	0.0	0.57	0.43
chr3:141663270-141719229	TFDP2	0.0	0.57	0.43
chr3:141663270-141747507	TFDP2	0.0	0.57	0.43
chr3:141663270-141868386	TFDP2	0.0	0.57	0.43
chr5:75379239-75629781	SV2C	0.0	0.57	0.43
chr17:9728868-9795420	GLP2R	0.0	0.57	0.43
chr7:96597827-96643377	DLX6-AS1	0.0	0.57	0.43
chr12:117581585-117628300	FBXO21	0.0	0.57	0.43
chr6:139046348-139094816	GVQW2	0.0	0.57	0.43
chr1:118496218-118727892	SPAG17	0.0	0.57	0.43
chr4:2845584-2931802	ADD1	0.0	0.57	0.43
chr10:115999373-116054259	VWA2	0.0	0.57	0.43
chr6:83920110-84140938	ME1	0.0	0.57	0.43
chr3:129366635-129612262	TMCC1	0.0	0.57	0.43
chr12:25649251-25801496	LMNTD1	0.0	0.57	0.43
chr7:124462440-124570037	POT1	0.0	0.57	0.43
chr10:5136568-5149878	AKR1C3	0.0	0.57	0.43
chr8:34641439-34722316	LINC01288	0.0	0.57	0.43
chr6:26402465-26415444	BTN3A1	0.0	0.57	0.43
chr19:58816740-58827023	ERVK3-1	0.0	0.57	0.43
chr15:31196076-31235310	FAN1	0.0	0.57	0.43
chr1:76540369-77096669	ST6GALNAC3	0.0	0.57	0.43
chr3:8262834-8543344	LMCD1-AS1	0.0	0.57	0.43
chr1:76540369-77103001	ST6GALNAC3	0.0	0.57	0.43
chr5:160715436-160975130	GABRB2	0.0	0.57	0.43
chr11:35160417-35253949	CD44	0.0	0.57	0.43
chr11:35160417-35244867	CD44	0.0	0.57	0.43
chr3:12526010-12574820	TSEN2	0.0	0.57	0.43
chr3:12526028-12574820	TSEN2	0.0	0.57	0.43
chr9:36214439-36277053	GNE	0.0	0.57	0.43
chrX:3769033-3800392	LOC101930105	0.0	0.57	0.43
chr8:41435707-41482520	GPAT4	0.0	0.57	0.43
chr6_mann_hap4:1371577-1381054	TRIM31-AS1	0.0	0.57	0.43
chr5:152871732-153193429	GRIA1	0.0	0.57	0.43
chr1:84830641-84850484	UOX	0.0	0.57	0.43
chr20:22541192-22559280	LINC00261	0.0	0.57	0.43
chr2:1418180-1546499	TPO	0.0	0.57	0.43
chrX:3769033-3800354	LOC729162	0.0	0.57	0.43
chr10:8614710-8636354	LOC105376398	0.0	0.57	0.43
chr1:164528597-164821060	PBX1	0.0	0.57	0.43
chr2:6869300-6910442	LINC00487	0.0	0.57	0.43
chrX:2670093-2734541	XG	0.0	0.57	0.43
chrX:133941205-133957015	FAM122C	0.0	0.57	0.43
chr5:150409504-150467221	TNIP1	0.0	0.57	0.43
chr18:74962008-74982096	GALR1	0.0	0.57	0.43
chr21:43636187-43717354	ABCG1	0.0	0.57	0.43
chr8:41786997-41909544	KAT6A	0.0	0.57	0.43
chr4:37892705-38140796	TBC1D1	0.0	0.57	0.43
chr6:5108653-5261183	LYRM4	0.0	0.57	0.43
chr4:56686237-56703430	LOC644145	0.0	0.57	0.43
chr1:59250823-59365384	LINC01135	0.0	0.57	0.43
chr21:27778262-27941571	CYYR1-AS1	0.0	0.57	0.43
chr10:92805565-92821916	LINC00502	0.0	0.57	0.43
chr15:74209809-74220301	LOXL1-AS1	0.0	0.57	0.43
chr12:10124008-10138194	CLEC12A	0.0	0.57	0.43
chr12:10124008-10136841	CLEC12A	0.0	0.57	0.43
chr6:12957718-13288075	PHACTR1	0.0	0.57	0.43
chr15:81239668-81282219	MESDC2	0.0	0.57	0.43
chr19:51994481-52003647	SIGLEC12	0.0	0.57	0.43
chr19:51994481-52005043	SIGLEC12	0.0	0.57	0.43
chr6:5186834-5261183	LYRM4	0.0	0.57	0.43
chr6:5136408-5261183	LYRM4	0.0	0.57	0.43
chr1:231727038-231747836	LINC00582	0.0	0.57	0.43
chr1:229734941-229761794	TAF5L	0.0	0.57	0.43
chr17:66508520-66529570	PRKAR1A	0.0	0.57	0.43
chr12:12224402-12252627	BCL2L14	0.0	0.57	0.43
chr19:52956829-53020131	ZNF578	0.0	0.57	0.43
chr19:40267234-40276775	LEUTX	0.0	0.57	0.43
chr19:37638340-37663643	ZNF585A	0.0	0.57	0.43
chr19:37638340-37663338	ZNF585A	0.0	0.57	0.43
chr1:66258193-66840262	PDE4B	0.0	0.57	0.43
chr19:36810618-36822620	LINC00665	0.0	0.57	0.43
chr15:89753098-89764922	RLBP1	0.0	0.57	0.43
chr12:12966280-12982915	DDX47	0.0	0.57	0.43
chr21:40823780-40887433	SH3BGR	0.0	0.57	0.43
chr21:41117334-41174023	IGSF5	0.0	0.57	0.43
chr6:26158349-26171576	HIST1H2BD	0.0	0.57	0.43
chr5:150409504-150466747	TNIP1	0.0	0.57	0.43
chr6:33080293-33096890	HLA-DPB2	0.0	0.57	0.43
chr5:150409504-150460649	TNIP1	0.0	0.57	0.43
chr12:2050757-2113701	DCP1B	0.0	0.57	0.43
chr5:150409504-150460645	TNIP1	0.0	0.57	0.43
chr15:68483043-68498448	CALML4	0.0	0.57	0.43
chr5:140810158-140892546	PCDHGA12	0.0	0.57	0.43
chr6:45866190-45905334	CLIC5	0.0	0.57	0.43
chr6:45866190-45983626	CLIC5	0.0	0.57	0.43
chr2:239152679-239197207	PER2	0.0	0.57	0.43
chr10:21802409-21814611	SKIDA1	0.0	0.57	0.43
chr18:55816565-56068772	NEDD4L	0.0	0.57	0.43
chr12:51818901-51874391	SLC4A8	0.0	0.57	0.43
chr2:238536224-238690290	LRRFIP1	0.0	0.57	0.43
chr6:45866190-46048085	CLIC5	0.0	0.57	0.43
chr2:17721807-17837706	VSNL1	0.0	0.57	0.43
chr7:156433353-156469820	RNF32	0.0	0.57	0.43
chr3:108855561-108868951	FLJ22763	0.0	0.57	0.43
chr11:68474908-68518988	TESMIN	0.0	0.57	0.43
chr1:167022073-167059868	GPA33	0.0	0.57	0.43
chrX:48553945-48567406	SUV39H1	0.0	0.57	0.43
chr12:22762501-22777980	LOC105369691	0.0	0.57	0.43
chr2:127941412-127963343	CYP27C1	0.0	0.57	0.43
chr2:128238383-128284087	IWS1	0.0	0.57	0.43
chr10:99218081-99258366	MMS19	0.0	0.57	0.43
chr10:99218081-99258551	MMS19	0.0	0.57	0.43
chr17:80787310-80797931	ZNF750	0.0	0.57	0.43
chr7:132333553-132413528	FLJ40288	0.0	0.57	0.43
chr3:127771212-127790526	SEC61A1	0.0	0.57	0.43
chr18:48918412-48994748	LINC01630	0.0	0.57	0.43
chr13:22245215-22278640	FGF9	0.0	0.57	0.43
chr3:129158879-129239350	IFT122	0.0	0.57	0.43
chr3:129366635-129407575	TMCC1	0.0	0.57	0.43
chr3:129366635-129442959	TMCC1	0.0	0.57	0.43
chr5:142657496-142783254	NR3C1	0.0	0.57	0.43
chrX:3189861-3202694	LINC01546	0.0	0.57	0.43
chr5:142657496-142784045	NR3C1	0.0	0.57	0.43
chr6_mcf_hap5:1486407-1498402	TRIM40	0.0	0.57	0.43
chr5:150409504-150444692	TNIP1	0.0	0.57	0.43
chr12:5343162-5352317	LINC02443	0.0	0.57	0.43
chr3:45719657-45730374	LIMD1-AS1	0.0	0.57	0.43
chr3:47603728-47620359	CSPG5	0.0	0.57	0.43
chr3:47603728-47621730	CSPG5	0.0	0.57	0.43
chr3:52870772-52931597	TMEM110	0.0	0.57	0.43
chr14:73086004-73360824	DPF3	0.0	0.57	0.43
chr5:142657496-142815077	NR3C1	0.0	0.57	0.43
chr11:13299274-13408812	ARNTL	0.0	0.57	0.43
chr5:150273954-150284545	ZNF300	0.0	0.57	0.43
chr6:41157487-41168925	TREML2	0.0	0.57	0.43
chr12:66245007-66275947	LOC100129940	0.0	0.57	0.43
chr14:23982019-24028790	THTPA	0.0	0.57	0.43
chr11:10772534-10801302	CTR9	0.0	0.57	0.43
chr20:2082528-2129198	STK35	0.0	0.57	0.43
chr5:143550437-143856944	KCTD16	0.0	0.57	0.43
chr3:72937385-73024522	GXYLT2	0.0	0.57	0.43
chr8:11946847-11973025	ZNF705D	0.0	0.57	0.43
chr1:53708041-53793821	LRP8	0.0	0.57	0.43
chrX:155110943-155173433	VAMP7	0.0	0.57	0.43
chr4:140453733-140477923	SETD7	0.0	0.572	0.428
chr4:111538580-111563279	PITX2	0.0	0.572	0.428
chr14:72399156-73033238	RGS6	0.0	0.572	0.428
chr2:100163716-100722045	AFF3	0.0	0.572	0.428
chr10:77056141-77121436	ZNF503-AS1	0.0	0.572	0.428
chr1:22379120-22417296	CDC42	0.0	0.572	0.428
chr4:87846046-87856002	LOC100506746	0.0	0.572	0.428
chr4:122052564-122085495	TNIP3	0.0	0.572	0.428
chr13:58205789-58303065	PCDH17	0.0	0.572	0.428
chr4:122052564-122137782	TNIP3	0.0	0.572	0.428
chr4:69962192-69978705	UGT2B7	0.0	0.572	0.428
chr4:122052564-122148621	TNIP3	0.0	0.572	0.428
chr4:124573940-124851518	LINC01091	0.0	0.572	0.428
chr4:106629941-106768882	GSTCD	0.0	0.572	0.428
chr2:98765958-98929410	VWA3B	0.0	0.572	0.428
chr2:100163716-100759037	AFF3	0.0	0.572	0.428
chr17:70067183-70112157	SOX9-AS1	0.0	0.572	0.428
chr9:97861336-98079991	FANCC	0.0	0.572	0.428
chr1:160121352-160156767	ATP1A4	0.0	0.572	0.428
chr6:170188886-170198921	LINC00242	0.0	0.572	0.428
chrX:39910499-39956719	BCOR	0.0	0.572	0.428
chr6:150139894-150185480	LRP11	0.0	0.572	0.428
chr5:153769329-153825382	SAP30L-AS1	0.0	0.572	0.428
chr2:3192695-3381703	TSSC1	0.0	0.572	0.428
chr19:5623046-5668489	SAFB	0.0	0.572	0.428
chr5:150632613-150649953	GM2A	0.0	0.572	0.428
chr2:7058925-7184313	RNF144A	0.0	0.572	0.428
chr1:223282748-223316624	TLR5	0.0	0.572	0.428
chr2:9563666-9613239	CPSF3	0.0	0.572	0.428
chr12:4829752-4881892	GALNT8	0.0	0.572	0.428
chr6:40359373-40555203	LRFN2	0.0	0.572	0.428
chr18:61445011-61472610	SERPINB7	0.0	0.572	0.428
chr2:10710892-10830113	NOL10	0.0	0.572	0.428
chr1:218683437-218699320	C1orf143	0.0	0.572	0.428
chr6:41470182-41487590	LINC01276	0.0	0.572	0.428
chr2:11798304-11810329	NTSR2	0.0	0.572	0.428
chr1:38022520-38032458	DNALI1	0.0	0.572	0.428
chr1:43291249-43310660	ERMAP	0.0	0.572	0.428
chr5:125800787-125829853	GRAMD3	0.0	0.572	0.428
chr5:122847793-122952738	CSNK1G3	0.0	0.572	0.428
chr2:29204164-29275096	TOGARAM2	0.0	0.572	0.428
chr10:28339923-28571026	MPP7	0.0	0.572	0.428
chr2:779837-864112	LINC01115	0.0	0.572	0.428
chr5:158527491-158544486	LINC02202	0.0	0.572	0.428
chr2:31133331-31352506	GALNT14	0.0	0.572	0.428
chr10:2342513-2357268	LINC00701	0.0	0.572	0.428
chr19:44416776-44439411	ZNF45	0.0	0.572	0.428
chr9:33750819-33799229	PRSS3	0.0	0.572	0.428
chr1:234509429-234519795	COA6	0.0	0.572	0.428
chr9:6532464-6645692	GLDC	0.0	0.572	0.428
chr1:239550230-240078749	CHRM3	0.0	0.572	0.428
chr6:22134831-22147422	NBAT1	0.0	0.572	0.428
chr6:3722836-3752246	PXDC1	0.0	0.572	0.428
chr12:9220304-9268825	A2M	0.0	0.572	0.428
chr6:3269208-3445247	SLC22A23	0.0	0.572	0.428
chr19:53868946-53889841	ZNF525	0.0	0.572	0.428
chrX:10437305-10535643	MID1	0.0	0.572	0.428
chr1:231359509-231376933	C1orf131	0.0	0.572	0.428
chr6:26383329-26395100	BTN2A2	0.0	0.572	0.428
chr19:57321445-57336374	PEG3	0.0	0.572	0.428
chr19:57321445-57352094	PEG3	0.0	0.572	0.428
chr19:57702868-57734214	ZNF264	0.0	0.572	0.428
chr5:172741726-172756506	STC2	0.0	0.572	0.428
chr5:172068269-172118533	NEURL1B	0.0	0.572	0.428
chr10:2047667-2056542	LINC00700	0.0	0.572	0.428
chr10:28339923-28591995	MPP7	0.0	0.572	0.428
chr2:31133331-31361592	GALNT14	0.0	0.572	0.428
chr13:112911040-112927314	LOC101928730	0.0	0.572	0.428
chr6:130687426-130764210	TMEM200A	0.0	0.572	0.428
chr5:17404128-17441803	LINC02217	0.0	0.572	0.428
chr6:131894344-131905472	ARG1	0.0	0.572	0.428
chr6:133001997-133035194	VNN1	0.0	0.572	0.428
chr1:182610949-182642067	RGS8	0.0	0.572	0.428
chr6:137321108-137365449	IL20RA	0.0	0.572	0.428
chr6:137321108-137366317	IL20RA	0.0	0.572	0.428
chr9:95257594-95298374	ECM2	0.0	0.572	0.428
chrX:130150443-130192120	LINC01201	0.0	0.572	0.428
chr18:13641757-13652753	LDLRAD4	0.0	0.572	0.428
chr18:12991361-13125051	CEP192	0.0	0.572	0.428
chr4:183164584-183724177	TENM3	0.0	0.572	0.428
chr4:178733200-178829090	LINC01099	0.0	0.572	0.428
chr4:174451522-174512406	HAND2-AS1	0.0	0.572	0.428
chr4:174451522-174506879	HAND2-AS1	0.0	0.572	0.428
chr4:174451522-174463083	HAND2-AS1	0.0	0.572	0.428
chr4:169552768-169849608	PALLD	0.0	0.572	0.428
chr4:164415673-164441691	TMA16	0.0	0.572	0.428
chrX:131157636-131209971	STK26	0.0	0.572	0.428
chr9:97861336-98079536	FANCC	0.0	0.572	0.428
chr18:22641888-22932214	ZNF521	0.0	0.572	0.428
